smiles,homo,lumo,gap
CC(=O)C1CCN1C=O,-0.2389,-0.0303,0.2087
CC(=O)C1COC1C=O,-0.2406,-0.039,0.2016
CC(=O)C1OCC1C=O,-0.2393,-0.0416,0.1976
CC(=O)N1CCC1C=O,-0.2387,-0.0305,0.2081
NC(=O)C1CCC1C=O,-0.2443,-0.0409,0.2034
NC(=O)C1CCN1C=O,-0.2385,0.0079,0.2464
NC(=O)C1COC1C=O,-0.2351,-0.0134,0.2217
NC(=O)C1OCC1C=O,-0.2442,-0.0552,0.1891
NC(=O)N1CCC1C=O,-0.2366,-0.0256,0.211
[O-]C(=O)C1CCN1C=[NH2+],-0.2376,0.0107,0.2482
[O-]C(=O)C1C[NH2+]C1C=O,-0.2635,0.0046,0.2682
[O-]C(=O)C1[NH2+]CC1C=O,-0.2586,-0.0404,0.2182
CC(=O)C1CCC2CC12,-0.2352,-0.0066,0.2286
CC(=O)C1CCC2CN12,-0.2382,-0.0147,0.2235
CC(=O)C1CCC2NC12,-0.2289,-0.0039,0.225
CC(=O)C1CCC2OC12,-0.2383,-0.0115,0.2268
CC(=O)C1CCN2CC12,-0.2308,-0.014,0.2168
CC(=O)C1COC2CC12,-0.234,-0.016,0.218
CC(=O)C1NCC2OC12,-0.225,-0.0093,0.2157
CC(=O)C1OCC2CC12,-0.236,-0.0103,0.2257
CC(=O)C1OCC2NC12,-0.2303,-0.005,0.2252
CC(=O)C1OCC2OC12,-0.2405,-0.0127,0.2279
CC(=O)N1CCC2CC12,-0.2199,0.0367,0.2565
NC(=O)C1CCC2CC12,-0.2372,0.0353,0.2725
NC(=O)C1CCC2CN12,-0.2389,0.0314,0.2703
NC(=O)C1CCC2NC12,-0.2295,0.0409,0.2704
NC(=O)C1CCC2OC12,-0.2438,0.0315,0.2754
NC(=O)C1COC2CC12,-0.2304,0.0265,0.2569
NC(=O)C1OCC2CC12,-0.2374,0.0362,0.2736
NC(=O)C1OCC2NC12,-0.2342,0.0396,0.2737
NC(=O)C1OCC2OC12,-0.2433,0.0321,0.2754
NC(=O)N1CCC2CC12,-0.2166,0.0607,0.2773
[O-]C(=O)C1CCC2[NH2+]C12,-0.2489,0.0247,0.2736
[O-]C(=O)C1C[NH2+]C2CC12,-0.2453,0.0255,0.2708
[O-]C(=O)C1[NH2+]CC2CC12,-0.2451,0.024,0.2691
[O-]C(=O)C1[NH2+]CC2NC12,-0.2374,0.0266,0.264
[O-]C(=O)C1[NH2+]CC2OC12,-0.2493,0.0184,0.2678
CC(=O)C1CCC=C1C,-0.2282,-0.012,0.2162
CC(=O)C1OCC=C1C,-0.2219,-0.0184,0.2034
CC1=CCCN1C(=O)C,-0.1994,0.0117,0.2111
CC1=NCCN1C(=O)C,-0.2324,-0.0053,0.2271
CC(=O)N1CCN=C1N,-0.2131,0,0.2131
CC1=CCCC1C(N)=O,-0.2274,0.0207,0.2481
CC1=CCCN1C(=O)N,-0.1958,0.0268,0.2225
CC1=CC[NH2+]C1C([O-])=O,-0.2321,0.0034,0.2354
CC1=CCOC1C(N)=O,-0.2235,0.0116,0.2351
CC1=NCCN1C(=O)N,-0.2286,0.0121,0.2407
NC1=[NH+]CCC1C([O-])=O,-0.2509,0.013,0.2639
CC(=O)C1CC=CCO1,-0.2427,-0.0129,0.2297
CC(=O)C1CCC=CC1,-0.2382,-0.0086,0.2297
CC(=O)C1CCN=CO1,-0.2482,-0.0245,0.2237
CC(=O)C1COC=NC1,-0.2457,-0.0246,0.2211
CC(=O)N1CCC=CC1,-0.2321,0.017,0.2492
NC(=O)C1CC=CCO1,-0.2414,0.0166,0.258
NC(=O)C1CCC=CC1,-0.2341,0.026,0.26
NC(=O)C1CCN=CO1,-0.2487,0.0133,0.262
NC(=O)C1COC=NC1,-0.2464,0.017,0.2634
C1CN(CC=C1)C(=O)N,-0.2293,0.0191,0.2484
[O-]C(=O)C1CC=CC[NH2+]1,-0.2533,0.0062,0.2596
[O-]C(=O)C1CC[NH+]=CN1,-0.2367,0.0096,0.2463
[O-]C(=O)C1CNC=[NH+]C1,-0.1657,-0.0595,0.1062
CC(=N)N1CCCC1=O,-0.2497,-0.0113,0.2385
CC(=N)N1CCNC1=O,-0.2439,0.0112,0.2551
CC(=N)N1CCOC1=O,-0.2592,-0.0006,0.2586
CC(=O)C1CCCC1=O,-0.2458,-0.0326,0.2132
CC(=O)C1CCNC1=O,-0.2469,-0.0143,0.2326
CC(=O)C1CCOC1=N,-0.2517,-0.025,0.2267
CC(=O)C1CCOC1=O,-0.2614,-0.0351,0.2263
CC(=O)[C-]1C[NH2+]CC1=O,-0.1813,-0.0073,0.174
CC(=O)C1COCC1=O,-0.2555,-0.0433,0.2123
CC(=O)[C-]1[NH2+]CCC1=O,-0.2028,-0.0066,0.1962
CC(=O)C1OCCC1=O,-0.2407,-0.0468,0.1939
CC(=O)C1OCOC1=N,-0.2509,-0.0314,0.2195
CC(=O)C1OCOC1=O,-0.259,-0.0425,0.2165
CC(=O)N1CCCC1=N,-0.2376,-0.011,0.2267
CC(=O)N1CCCC1=O,-0.2564,-0.0232,0.2332
CC(=O)N1CCNC1=N,-0.237,0.0065,0.2436
CC(=O)N1CCNC1=O,-0.2556,-0.0013,0.2543
CC(=O)N1CCOC1=N,-0.2512,-0.0025,0.2487
CC(=O)N1CCOC1=O,-0.2703,-0.0147,0.2557
C1CC(=O)N(C1)C(=N)N,-0.2257,-0.0055,0.2202
C1COC(=O)N1C(=N)N,-0.2363,0.0158,0.2521
NC(=O)C1CCCC1=O,-0.2467,-0.0324,0.2144
NC(=O)C1CCNC1=O,-0.2451,0.0145,0.2595
NC(=O)C1CCOC1=N,-0.247,0.0104,0.2574
NC(=O)C1CCOC1=O,-0.2574,-0.0051,0.2523
NC(=O)C1CNCC1=O,-0.2339,-0.0373,0.1966
NC(=O)C1COCC1=O,-0.2562,-0.0439,0.2123
NC(=O)C1NCCC1=O,-0.2324,-0.0341,0.1983
NC(=O)C1OCCC1=O,-0.2452,-0.0442,0.2011
NC(=O)C1OCOC1=N,-0.2535,-0.0071,0.2464
NC(=O)C1OCOC1=O,-0.2618,-0.022,0.2398
NC(=O)N1CCCC1=N,-0.2401,0.0086,0.2487
C1CC(=O)N(C1)C(=O)N,-0.2407,-0.0027,0.238
NC(=O)N1CCNC1=N,-0.2371,0.028,0.2651
C1CN(C(=O)N1)C(=O)N,-0.2427,0.0214,0.2641
NC(=O)N1CCOC1=N,-0.2491,0.0217,0.2709
C1COC(=O)N1C(=O)N,-0.263,0.0093,0.2722
[O-]C(=O)C1CCNC1=[NH2+],-0.1766,0.0447,0.2214
CC(=O)C1CCCC=C1,-0.2321,-0.0134,0.2187
CC(=O)C1CCOC=N1,-0.2357,-0.0129,0.2227
CC(=O)C1COCC=C1,-0.2354,-0.0205,0.2149
CC(=O)C1OCCC=C1,-0.2284,-0.016,0.2124
CC(=O)N1CCCC=C1,-0.2098,0.0033,0.2131
NC(=O)C1CCCC=C1,-0.2321,0.0143,0.2463
NC(=O)C1CCOC=N1,-0.2353,0.01,0.2453
NC(=O)C1COCC=C1,-0.2364,0.0072,0.2437
NC(=O)C1OCCC=C1,-0.2366,0.011,0.2477
C1CC=CN(C1)C(=O)N,-0.2055,0.0146,0.2201
[O-]C(=O)C1CCNC=[NH+]1,-0.2367,0.0096,0.2463
[O-]C(=O)C1C[NH2+]CC=C1,-0.1759,-0.0173,0.1587
[O-]C(=O)C1[NH2+]CCC=C1,-0.2441,-0.0017,0.2425
CC(=O)C1CCCCC1,-0.2361,-0.0068,0.2293
CC(=O)C1CCCCO1,-0.2398,-0.0102,0.2296
CC(=O)C1CCCOC1,-0.2385,-0.0155,0.223
CC(=O)C1CCOCC1,-0.2395,-0.0126,0.2269
CC(=O)C1CCOCO1,-0.2473,-0.0175,0.2298
CC(=O)C1COCCN1,-0.2107,-0.0206,0.1902
CC(=O)C1COCCO1,-0.2413,-0.0184,0.223
CC(=O)C1COCOC1,-0.2484,-0.0249,0.2235
CC(=O)C1OCCCO1,-0.2461,-0.0185,0.2275
CC(=O)N1CCCCC1,-0.2294,0.0356,0.2651
CC(=O)N1CCOCC1,-0.2317,0.0286,0.2603
C1COC(OC1)C(=N)N,-0.2341,0.0307,0.2648
C1CCC(CC1)C(=O)N,-0.2386,0.0377,0.2763
NC(=O)C1CCCCO1,-0.2392,0.0384,0.2776
NC(=O)C1CCCOC1,-0.2387,0.0287,0.2674
C1COCCC1C(=O)N,-0.241,0.0316,0.2727
NC(=O)C1CCOCO1,-0.246,0.0314,0.2774
NC(=O)C1COCCN1,-0.2079,0.0203,0.2283
NC(=O)C1COCCO1,-0.2423,0.0303,0.2725
C1C(COCO1)C(=O)N,-0.2501,0.0192,0.2693
C1COC(OC1)C(=O)N,-0.2442,0.0249,0.2692
C1CCN(CC1)C(=O)N,-0.2265,0.0598,0.2863
C1COCCN1C(=O)N,-0.2292,0.0539,0.2832
[O-]C(=O)C1CCCC[NH2+]1,-0.2537,0.0202,0.2739
[O-]C(=O)C1CCC[NH2+]C1,-0.163,-0.0155,0.1475
[O-]C(=O)C1CC[NH2+]CC1,-0.1526,-0.0243,0.1283
[O-]C(=O)C1CNCC[NH2+]1,-0.232,0.0162,0.2482
[O-]C(=O)C1C[NH2+]CCO1,-0.1678,-0.0223,0.1456
[O-]C(=O)C1COCC[NH2+]1,-0.2611,0.0108,0.272
CC(=O)C#CCC(=O)N,-0.2516,-0.0591,0.1925
CC(=O)CC#CC(=O)C,-0.2541,-0.0469,0.2072
CC(=O)CC#CC(=O)N,-0.2509,-0.0262,0.2247
NC(=[NH2+])C#CCC([O-])=O,-0.1777,-0.0055,0.1721
NC(=[NH2+])CC#CC([O-])=O,-0.2623,-0.0303,0.232
C(C#CC(=O)N)C(=O)N,-0.2474,-0.03,0.2174
CC(=O)CC#CC1CC1,-0.23,-0.012,0.218
CC(=O)CC#CC1CN1,-0.2304,-0.0181,0.2123
CC(=O)CC#CC1CO1,-0.2456,-0.0183,0.2272
C1CC1C#CCC(=O)N,-0.2309,0.0356,0.2665
NC(=O)CC#CC1CN1,-0.2276,0.0233,0.2509
NC(=O)CC#CC1CO1,-0.2448,0.009,0.2539
CC(=O)CC#CCC#C,-0.2456,-0.0152,0.2304
CC(=O)CC#CCC#N,-0.258,-0.0241,0.2339
C#CCC#CCC(=O)N,-0.2448,0.0256,0.2704
C(C#CCC(=O)N)C#N,-0.2584,0.0158,0.2742
CC(=O)CC#CCC=O,-0.2439,-0.0356,0.2083
C(C=O)C#CCC(=O)N,-0.246,-0.0391,0.2069
CC(=[NH2+])NC(=N)C([O-])=O,-0.211,-0.0716,0.1394
CC(=O)C(=O)NC(=N)C,-0.2501,-0.0833,0.1669
CC(=N)NC(=O)C(=N)N,-0.2502,-0.0467,0.2035
CC(=N)NC(=O)C(=O)N,-0.2515,-0.0587,0.1929
CC(=N)OC(=O)C(C)=O,-0.2578,-0.0769,0.1809
CC(=N)OC(=O)C(N)=N,-0.2519,-0.0445,0.2074
CC(=N)OC(=O)C(N)=O,-0.2525,-0.0514,0.2011
CC(=O)C(=N)NC(=O)N,-0.2538,-0.0647,0.189
CC(=O)C(=O)CC(=O)N,-0.249,-0.0996,0.1495
CC(=O)C(=O)NC(=N)N,-0.2384,-0.0791,0.1593
CC(=O)C(=O)NC(=O)N,-0.2484,-0.0792,0.1693
CC(=O)CC(=O)C(=N)N,-0.2456,-0.0666,0.179
CC(=O)C(=N)NC(=O)C,-0.2422,-0.0768,0.1654
CC(=O)NC(=N)C(=O)N,-0.2411,-0.0516,0.1895
CC(=O)C(=O)NC(=O)C,-0.2474,-0.0838,0.1636
CC(=O)NC(=O)C(=N)N,-0.248,-0.0491,0.1989
CC(=O)NC(=O)C(=O)N,-0.2489,-0.0612,0.1877
C(C(=O)C(=N)N)C(=O)N,-0.2441,-0.0706,0.1735
C(=N)(C(=O)NC(=O)N)N,-0.2517,-0.0413,0.2105
NC(=[NH2+])CC(=O)C([O-])=O,-0.1977,-0.0145,0.1832
NC(=[NH2+])NC(=N)C([O-])=O,-0.2455,-0.0439,0.2016
C(=N)(C(=O)NC(=N)N)N,-0.2265,-0.0464,0.1801
C(=O)(C(=O)NC(=N)N)N,-0.2343,-0.0584,0.1759
C(=O)(C(=N)NC(=O)N)N,-0.257,-0.0537,0.2033
C(=O)(C(=O)NC(=O)N)N,-0.2496,-0.0532,0.1965
CC(=N)NC(=O)C1CC1,-0.2431,-0.0119,0.2312
CC(=N)NC(=O)C1CN1,-0.2535,-0.0242,0.2294
CC(=N)NC(=O)C1CO1,-0.2512,-0.0305,0.2207
CC(=N)NC(=O)N1CC1,-0.2475,-0.0049,0.2426
CC(=N)OC(=O)C1CC1,-0.2599,-0.0186,0.2414
CC(=N)OC(=O)C1CN1,-0.2638,-0.0197,0.2441
CC(=N)OC(=O)C1CO1,-0.2677,-0.036,0.2317
CC(=N)OC(=O)N1CC1,-0.2609,-0.0055,0.2554
CC(=O)CC(=O)C1CC1,-0.2423,-0.0241,0.2182
CC(=O)CC(=O)C1CN1,-0.2562,-0.051,0.2052
CC(=O)CC(=O)C1CO1,-0.2478,-0.0463,0.2015
CC(=O)CC(=O)N1CC1,-0.2451,-0.0262,0.219
CC(=O)NC(=N)C1CC1,-0.2478,-0.014,0.2338
CC(=O)NC(=N)C1CN1,-0.2384,-0.0158,0.2226
CC(=O)NC(=N)C1CO1,-0.2589,-0.0195,0.2394
CC(=O)NC(=N)N1CC1,-0.2361,-0.0026,0.2334
CC(=O)NC(=O)C1CC1,-0.2412,-0.0203,0.221
CC(=O)NC(=O)C1CN1,-0.2525,-0.0318,0.2207
CC(=O)NC(=O)C1CO1,-0.2498,-0.0372,0.2125
CC(=O)NC(=O)N1CC1,-0.2478,-0.015,0.2328
C1CC1C(=O)NC(=N)N,-0.2252,-0.007,0.2181
NC(=N)NC(=O)C1CN1,-0.233,-0.0202,0.2128
NC(=N)NC(=O)C1CO1,-0.2367,-0.0231,0.2136
C1CC1C(=O)CC(=O)N,-0.2421,-0.0318,0.2103
NC(=O)CC(=O)C1CN1,-0.2508,-0.0474,0.2034
NC(=O)CC(=O)C1CO1,-0.2483,-0.0505,0.1977
C1CN1C(=O)CC(=O)N,-0.2455,-0.0138,0.2317
C1CC1C(=N)NC(=O)N,-0.2471,0.0021,0.2492
NC(=O)NC(=N)C1CN1,-0.2373,-0.0106,0.2267
NC(=O)NC(=N)C1CO1,-0.254,-0.0026,0.2514
C1CC1C(=O)NC(=O)N,-0.2461,-0.0052,0.2409
NC(=O)NC(=O)C1CN1,-0.2574,-0.017,0.2403
NC(=O)NC(=O)C1CO1,-0.251,-0.0177,0.2333
C1CN1C(=O)NC(=O)N,-0.2522,0.001,0.2533
[O-]C(=O)CC(=[NH2+])N1CC1,-0.1981,0.0434,0.2416
CC(=N)NC(=O)CC#C,-0.2495,-0.0163,0.2333
CC(=N)NC(=O)CC#N,-0.2644,-0.0325,0.2319
CC(=N)OC(=O)CC#C,-0.267,-0.0161,0.2509
CC(=N)OC(=O)CC#N,-0.2824,-0.0404,0.242
CC(=O)CC(=O)CC#C,-0.2544,-0.0481,0.2062
CC(=O)CC(=O)CC#N,-0.2731,-0.0584,0.2147
CC(=O)NC(=N)CC#C,-0.2581,-0.0135,0.2446
CC(=O)NC(=N)CC#N,-0.2739,-0.0292,0.2447
CC(=O)NC(=O)CC#C,-0.2481,-0.0245,0.2236
CC(=O)NC(=O)CC#N,-0.2646,-0.0402,0.2244
C#CCC(=O)NC(=N)N,-0.2289,-0.0111,0.2179
C(C#N)C(=O)NC(=N)N,-0.243,-0.0292,0.2138
C#CCC(=O)CC(=O)N,-0.2506,-0.0376,0.213
C(C#N)C(=O)CC(=O)N,-0.2734,-0.0442,0.2293
C#CCC(=N)NC(=O)N,-0.2531,0.0053,0.2584
C(C#N)C(=N)NC(=O)N,-0.2684,-0.0106,0.2578
C#CCC(=O)NC(=O)N,-0.2494,-0.0097,0.2397
C(C#N)C(=O)NC(=O)N,-0.266,-0.0249,0.241
CC(=N)NC(=O)CC=O,-0.2529,-0.0421,0.2108
CC(=N)NC(=O)NC=N,-0.2552,-0.0197,0.2355
CC(=N)NC(=O)NC=O,-0.2531,-0.0319,0.2211
CC(=N)NC(=O)OC=N,-0.2665,-0.0252,0.2413
CC(=N)OC(=O)CC=O,-0.2635,-0.0369,0.2267
CC(=N)OC(=O)NC=N,-0.2591,-0.0222,0.2368
CC(=N)OC(=O)NC=O,-0.2615,-0.0353,0.2262
CC(=O)CC(=N)NC=O,-0.2505,-0.0414,0.2091
CC(=O)CC(=O)CC=O,-0.2514,-0.0553,0.1961
CC(=O)CC(=O)NC=N,-0.2549,-0.0392,0.2157
CC(=O)CC(=O)NC=O,-0.2487,-0.0474,0.2013
CC(=O)CC(=O)OC=N,-0.2596,-0.0404,0.2192
CC(=O)NC(=N)CC=O,-0.2514,-0.034,0.2174
CC(=O)NC(=N)NC=O,-0.2417,-0.0341,0.2076
CC(=O)NC(=O)CC=O,-0.2513,-0.0427,0.2086
CC(=O)NC(=O)NC=N,-0.2459,-0.0221,0.2238
CC(=O)NC(=O)NC=O,-0.2547,-0.0363,0.2184
CC(=O)NC(=O)OC=N,-0.2675,-0.0323,0.2352
C(C=O)C(=O)NC(=N)N,-0.2369,-0.043,0.1939
C(=N)NC(=O)NC(=N)N,-0.2276,-0.0164,0.2112
C(=O)NC(=O)NC(=N)N,-0.2381,-0.0282,0.2099
NC(=N)NC(=O)OC=N,-0.2386,-0.0221,0.2165
C(C(=O)N)C(=N)NC=O,-0.248,-0.0187,0.2293
C(C=O)C(=O)CC(=O)N,-0.2469,-0.0376,0.2094
C(C(=O)N)C(=O)NC=N,-0.2525,-0.0351,0.2175
C(C(=O)N)C(=O)NC=O,-0.2553,-0.0489,0.2064
NC(=O)CC(=O)OC=N,-0.257,-0.0414,0.2156
C(C=O)C(=N)NC(=O)N,-0.2472,-0.0275,0.2196
C(=O)NC(=N)NC(=O)N,-0.2458,-0.0298,0.216
C(C=O)C(=O)NC(=O)N,-0.2543,-0.0381,0.2162
C(=N)NC(=O)NC(=O)N,-0.2489,-0.0223,0.2266
C(=O)NC(=O)NC(=O)N,-0.2593,-0.028,0.2313
NC(=O)NC(=O)OC=N,-0.2717,-0.0184,0.2533
[O-]C(=O)CC(=[NH2+])NC=N,-0.1869,0.0089,0.1958
CC(=[NH2+])N[C-](C#N)C#N,-0.1848,-0.0488,0.136
CC(=N)OC(C#C)C#C,-0.2628,0.0065,0.2692
CC(=N)OC(C#C)C#N,-0.2815,-0.0136,0.2679
CC(=O)CC(C#C)C#C,-0.2502,-0.0192,0.231
CC(=O)CC(C#C)C#N,-0.2657,-0.0324,0.2333
CC(=O)NC(C#C)C#C,-0.2524,0.0154,0.2678
CC(=O)OC(C#C)C#C,-0.2711,-0.0017,0.2694
CC(=O)OC(C#C)C#N,-0.293,-0.0229,0.2701
NC(=[NH2+])C[C-](C#N)C#N,-0.1865,-0.05,0.1365
NC(=[NH2+])N[C-](C#N)C#N,-0.1827,-0.0271,0.1557
NC(=[NH2+])O[C-](C#N)C#N,-0.194,-0.028,0.166
C#CC(CC(=O)N)C#C,-0.2516,0.0179,0.2696
NC(=O)CC(C#C)C#N,-0.267,0.0032,0.2702
C#CC(C#C)NC(=O)N,-0.2564,0.0167,0.2731
NC(=O)NC(C#C)C#N,-0.2732,-0.0036,0.2697
C#CC(C#C)OC(=O)N,-0.2702,0.0013,0.2714
NC(=O)OC(C#C)C#N,-0.2911,-0.0195,0.2716
CC(=N)OC(C)(C)C#C,-0.2575,0.0274,0.2849
CC(=N)OC(C)(C)C#N,-0.2785,0.0116,0.29
CC(=O)CC(C)(C)C#C,-0.2461,-0.0175,0.2286
CC(=O)CC(C)(C)C#N,-0.2619,-0.0309,0.231
CC(=O)CC(C)(O)C#C,-0.2541,-0.0273,0.2268
CC(=O)CC(C)(O)C#N,-0.2735,-0.0417,0.2318
CC(=O)NC(C)(C)C#C,-0.2434,0.0273,0.2707
CC(=O)NC(C)(C)C#N,-0.2594,0.0104,0.2697
CC(=O)OC(C)(C)C#C,-0.2654,0.0121,0.2774
CC(=O)OC(C)(C)C#N,-0.2837,-0.0047,0.279
CC(C)(CC(=O)N)C#C,-0.2492,0.024,0.2732
CC(C)(CC(=O)N)C#N,-0.2642,0.0101,0.2743
CC(C)(C#C)NC(=O)N,-0.2485,0.0403,0.2889
CC(C)(C#N)NC(=O)N,-0.2652,0.0214,0.2866
CC(C)(C#C)OC(=O)N,-0.2657,0.0352,0.3009
CC(C)(C#N)OC(=O)N,-0.2828,0.0171,0.3
CC(N)(CC(N)=O)C#N,-0.2493,0.0114,0.2607
CC([NH3+])(CC([O-])=O)C#C,-0.2511,0.0158,0.267
CC(O)(CC(N)=O)C#C,-0.2558,0.0142,0.27
CC(O)(CC(N)=O)C#N,-0.2766,-0.001,0.2756
CC(=N)OC(C)(C)C=O,-0.2534,-0.0278,0.2256
CC(=O)CC(C)(C)C=O,-0.2464,-0.0235,0.2228
CC(=O)CC(C)(O)C=O,-0.2466,-0.0328,0.2138
CC(=O)NC(C)(C)C=O,-0.2501,-0.0384,0.2116
CC(=O)OC(C)(C)C=O,-0.2598,-0.0349,0.2249
CC(C)(CC(=O)N)C=O,-0.2474,-0.0187,0.2287
CC(C)(C=O)NC(=O)N,-0.2547,-0.034,0.2207
CC(C)(C=O)OC(=O)N,-0.2579,-0.0317,0.2261
CC(O)(CC(N)=O)C=O,-0.2412,-0.0262,0.2149
CC(=N)OC(C=O)C#C,-0.252,-0.0306,0.2214
CC(=N)OC(C=O)C#N,-0.2931,-0.0657,0.2275
CC(=O)CC(C=O)C#C,-0.2457,-0.0305,0.2152
CC(=O)CC(C=O)C#N,-0.2728,-0.0532,0.2196
CC(=O)NC(C=O)C#C,-0.2551,-0.0447,0.2104
CC(=O)OC(C=O)C#C,-0.2637,-0.0394,0.2243
CC(=O)OC(C=O)C#N,-0.2908,-0.0608,0.23
NC(=O)CC(C=O)C#C,-0.2404,-0.0157,0.2246
NC(=O)CC(C=O)C#N,-0.2733,-0.0504,0.2229
NC(=O)NC(C=O)C#C,-0.2581,-0.0424,0.2157
NC(=O)NC(C=O)C#N,-0.2761,-0.0509,0.2251
NC(=O)OC(C=O)C#C,-0.2597,-0.0362,0.2235
NC(=O)OC(C=O)C#N,-0.2865,-0.0569,0.2296
CC(=O)CC(C=O)C=O,-0.2594,-0.0459,0.2135
CC(=O)CN(C=N)C=O,-0.2493,-0.0386,0.2106
CC(=O)CN(C=O)C=O,-0.2529,-0.0445,0.2084
C(C(C=O)C=O)C(=O)N,-0.2559,-0.0419,0.214
C(C(=O)N)N(C=N)C=N,-0.2334,-0.024,0.2094
C(C(=O)N)N(C=N)C=O,-0.2468,-0.039,0.2078
C(C(=O)N)N(C=O)C=O,-0.2492,-0.0326,0.2167
[O-]C(=O)CN(C=N)C=[NH2+],-0.2482,-0.0401,0.2081
CC(=N)OC1(C)CCC1,-0.2548,0.036,0.2908
CC(=N)OC1(C)COC1,-0.244,0.024,0.268
CC(=O)CC1(CCC1)C,-0.2397,-0.0104,0.2294
CC(=O)CC1(C)CCO1,-0.2369,-0.0104,0.2264
CC(=O)CC1(COC1)C,-0.2416,-0.0187,0.2229
CC(=O)CC1(CCC1)O,-0.2344,-0.0068,0.2276
CC(=O)CC1(COC1)O,-0.2473,-0.0338,0.2135
CC(=O)NC1(CCC1)C,-0.2358,0.0369,0.2726
CC(=O)NC1(COC1)C,-0.247,0.0262,0.2732
CC(=O)OC1(CCC1)C,-0.2598,0.0192,0.279
CC(=O)OC1(COC1)C,-0.2523,0.0077,0.2601
CC1(CCC1)CC(=O)N,-0.2395,0.0308,0.2703
CC1(CC(N)=O)CCO1,-0.2349,0.0333,0.2682
CC1(COC1)CC(=O)N,-0.2381,0.0237,0.2618
CC1(CC([O-])=O)CC[NH2+]1,-0.2461,0.0266,0.2728
CC1(CC([O-])=O)C[NH2+]C1,-0.253,0.0193,0.2723
CC1(CCC1)NC(=O)N,-0.2396,0.0574,0.297
CC1(CCC1)OC(=O)N,-0.2602,0.0582,0.3185
CC1(COC1)NC(=O)N,-0.2478,0.047,0.2948
CC1(COC1)OC(=O)N,-0.2492,0.0485,0.2977
C1CC(C1)(CC(=O)N)O,-0.2336,0.0355,0.269
C1C(CO1)(CC(=O)N)O,-0.2449,0.0082,0.2531
[NH3+]C1(CC([O-])=O)CCC1,-0.2455,0.028,0.2735
NC1(CC([O-])=O)C[NH2+]C1,-0.1658,-0.0066,0.1592
[NH3+]C1(CC([O-])=O)COC1,-0.2542,0.0173,0.2715
OC1(CC([O-])=O)C[NH2+]C1,-0.2111,0.0048,0.2158
CC(=N)OC1(CC1)C#C,-0.2424,0.0277,0.2701
CC(=N)OC1(CC1)C#N,-0.2774,0.0119,0.2893
CC(=O)CC1(CC1)C#C,-0.2366,-0.0133,0.2233
CC(=O)CC1(CC1)C#N,-0.2523,-0.0269,0.2254
CC(=O)CC1(CN1)C#C,-0.2386,-0.0309,0.2077
CC(=O)CC1(CN1)C#N,-0.261,-0.0445,0.2165
CC(=O)CC1(CO1)C#C,-0.244,-0.0155,0.2285
CC(=O)CC1(CO1)C#N,-0.2582,-0.0298,0.2284
CC(=O)NC1(CC1)C#C,-0.2423,0.0226,0.2649
CC(=O)NC1(CC1)C#N,-0.259,0.0062,0.2651
CC(=O)OC1(CC1)C#C,-0.2491,0.0117,0.2608
CC(=O)OC1(CC1)C#N,-0.2832,-0.005,0.2782
C#CC1(CC1)CC(=O)N,-0.2378,0.026,0.2638
C1CC1(CC(=O)N)C#N,-0.2523,0.0118,0.2641
NC(=O)CC1(CN1)C#C,-0.2452,0.016,0.2613
NC(=O)CC1(CN1)C#N,-0.2583,-0.0033,0.255
NC(=O)CC1(CO1)C#C,-0.2432,0.009,0.2522
NC(=O)CC1(CO1)C#N,-0.2574,-0.0123,0.2452
C#CC1(CC1)NC(=O)N,-0.2439,0.0395,0.2834
C1CC1(C#N)NC(=O)N,-0.2625,0.0189,0.2814
C#CC1(CC1)OC(=O)N,-0.2467,0.0332,0.2799
C1CC1(C#N)OC(=O)N,-0.2825,0.0147,0.2972
CC(=N)OC1(CC1)C=O,-0.2458,-0.0156,0.2302
CC(=O)CC1(CC1)C=O,-0.2402,-0.022,0.2181
CC(=O)CC1(CN1)C=O,-0.2514,-0.0345,0.2169
CC(=O)CC1(CO1)C=O,-0.254,-0.0308,0.2232
CC(=O)NC1(CC1)C=O,-0.2443,-0.0246,0.2197
CC(=O)OC1(CC1)C=O,-0.2571,-0.024,0.2331
C1CC1(CC(=O)N)C=O,-0.2397,-0.009,0.2307
NC(=O)CC1(CN1)C=O,-0.2496,-0.0405,0.2091
NC(=O)CC1(CO1)C=O,-0.2517,-0.0258,0.2259
C1CC1(C=O)NC(=O)N,-0.2426,-0.0232,0.2194
C1CC1(C=O)OC(=O)N,-0.2541,-0.0214,0.2328
CC(=N)OC12CC(C1)C2,-0.2568,0.03,0.2868
CC(=N)OC12CN(C1)C2,-0.2389,0.0237,0.2626
CC(=O)CC12CC(C1)C2,-0.242,-0.0103,0.2317
CC(=O)CC12CC(C1)O2,-0.2403,-0.0125,0.2278
CC(=O)CC12CN(C1)C2,-0.2233,-0.0172,0.2061
CC(=O)NC12CC(C1)C2,-0.2412,0.0312,0.2723
CC(=O)NC12CN(C1)C2,-0.2357,0.0236,0.2592
CC(=O)OC12CC(C1)C2,-0.2662,0.0136,0.2799
CC(=O)OC12CN(C1)C2,-0.2468,0.0072,0.254
NC(=O)CC12CC(C1)C2,-0.2444,0.0325,0.2769
NC(=O)CC12CC(C1)O2,-0.2395,0.0362,0.2757
NC(=O)CC12CN(C1)C2,-0.2214,0.0264,0.2478
