smiles,lumo,gap,energy,ionization_potential aip,electron_affinity aea
c1cc2c(s1)-c1sc3c(sc4c5[nH]c6ccc7n[se]nc7c6c5sc34)c1C2,-8.60237282,1.61219271,-71.64371956,11.47670183,-7.217848884
c1ccc2cc3c(cc2c1)sc1c2c(sc13)-c1sc3c(sc4cc[nH]c43)c1CO2,-8.38600413,1.6995355,-77.26660116,11.28061785,-7.033477227
C1=Cc2[se]c3c([nH]c4cc5c(cc43)Cc3c-5sc4ccsc34)c2C1,-8.01062492,2.04459196,-62.15493686,11.32862229,-6.612253191
c1cc2[nH]c3c(c2s1)Cc1c-3sc2c1sc1c3nsnc3c3sccc3c21,-8.59106787,1.71424394,-71.99629615,11.5942842,-7.161614077
c1cc2nc3c4ccsc4c4sc5c([nH]c6c7sc8cc[nH]c8c7sc65)c4c3nc2cn1,-8.88063102,1.42101414,-84.25410765,11.34388925,-7.339480577
c1cc2sc3c([nH]c4c3sc3c5cc6[se]ccc6cc5[se]c43)c2[nH]1,-7.71224628,2.16910349,-62.86032745,11.0966179,-6.27501959
c1cnc2nc3c(nc2c1)c1[nH]ccc1c1c2[nH]c4c(sc5c6sccc6sc45)c2sc31,-8.82889528,1.52129163,-84.25677185,11.30815279,-7.375886709
C1=Cc2[nH]c3cc4c(cc3c2C1)sc1c2c(sc14)C=CC2,-8.02248012,2.0649731,-54.56438599,11.55294137,-6.495932892
C1=Cc2sc3c([nH]c4sc5c6sc7c(ccc8n[nH]nc87)c6sc5c43)c2C1,-7.97219375,2.24373436,-72.02065702,11.35197239,-6.878260953
C1=CCc2c(sc3c2Cc2cc4c(cc2-3)sc2ccc3c(ccc5nsnc53)c24)C1,-8.72097736,2.02545897,-77.87306128,11.72914498,-7.413671643
c1cc2sc3c4cc5[nH]c6c7sccc7c7nc8c(ccc9nsnc98)nc7c6c5cc4[nH]c3c2[nH]1,-8.64704743,1.72818454,-94.36932972,11.24682183,-7.476505487
c1cc2sc3cc4c(cc3c2[nH]1)sc1c4sc2c3sccc3sc21,-8.06384327,2.17581867,-63.53210324,11.44475755,-6.579566041
C1=Cc2[nH]c3c(sc4cc5c6c([se]c5cc43)-c3sccc3C6)c2C1,-8.00918254,1.96099016,-62.14563178,11.29326135,-6.592411999
c1cc2sc3c(sc4c5nsnc5c5c(c43)-c3sc4c(c3C5)CC3=C4Cc4c3sc3[nH]c5ccsc5c43)c2[nH]1,-8.48419229,1.36730188,-102.7359298,10.90372064,-7.324888736
c1cc2c([nH]1)-c1sc3c(c1C2)Cc1cc[nH]c1-3,-7.52234017,2.12691775,-45.05959652,11.51623265,-5.552162899
c1ccc2c(c1)ccc1nc3c(nc12)c1[nH]c2c([nH]c4sc5c6c(sc5c42)-c2sc4ccsc4c2C6)c1c1c3sc2[nH]c3ccsc3c21,-8.47720648,1.60738253,-124.5152352,10.76741057,-7.536921053
c1ccc2c(c1)[se]c1c3sc4c([nH]c5c6[nH]ccc6sc54)c3[se]c21,-7.74827097,2.14533612,-62.86263197,11.14978734,-6.292406042
c1cc2c([nH]1)-c1sc3c4c(sc3c1C2)C1=C(C4)c2c(ccc3nsnc23)CO1,-8.7859575,1.23994253,-75.67898734,11.46631007,-7.235925418
C1=Cc2[nH]c3c(sc4c5nsnc5c5sc6c(c5c34)Cc3cscc3-6)c2C1,-8.5995181,1.85572294,-71.47646571,11.67025326,-7.147499796
C1=Cc2[nH]c3c(sc4cc5c6c(sc5cc43)-c3sc4c(sc5ccsc54)c3C6)c2C1,-8.23897877,1.76256935,-78.36025786,11.11033244,-6.983826763
c1cc2c(s1)-c1cc3cc4[nH]c5c([nH]c6sc7c8ccc9nsnc9c8sc7c65)c4cc3cc1OC2,-8.58304257,1.83805144,-95.83296948,11.23637918,-7.550097629
c1ccc2c(c1)sc1c2[nH]c2[nH]c3c([nH]c4ccc5cc6sc7c8cscc8[nH]c7c6cc5c43)c21,-7.98872432,1.90312251,-90.65240112,10.82157949,-6.912482826
c1ccc2c(c1)CC1=C2Cc2c1sc1ccccc21,-8.28045456,2.18065812,-48.21480897,12.0938738,-6.567426491
c1cc2[nH]c3c(c2[nH]1)Cc1c-3sc2[nH]c3c4sccc4sc3c12,-7.28268781,2.35952962,-61.45980033,11.02911975,-5.994909248
C1=CC2=C(C1)c1c([nH]c3c1sc1c3sc3c1sc1c3sc3c1sc1c4sccc4[se]c13)C2,-8.04877666,1.84836578,-84.31321348,10.88022441,-6.955945146
C1=Cc2c([nH]c3c2sc2c3sc3c2sc2c4nsnc4c4c(c23)C=CC4)C1,-8.58150881,1.82394623,-71.4725557,11.56798356,-7.134059542
c1cc2c([nH]1)sc1c2sc2c1sc1c2sc2c1sc1ccc3nsnc3c12,-8.65360619,1.71300709,-72.50660495,11.57777069,-7.139098549
c1cc2sc3c([nH]c4c3sc3c4sc4ccc5sccc5c43)c2[nH]1,-7.83318859,2.20849088,-63.56629593,11.31829448,-6.356138406
c1cc2[nH]c3c(c2s1)Cc1c-3sc2cc3ccc4sc5[nH]c6cc[se]c6c5c4c3cc12,-8.05925591,1.89186798,-80.17331633,11.01353931,-6.7876791
c1ccc2cc3c(cc2c1)sc1c3c2nsnc2c2c3nsnc3c3sc4ccccc4c3c12,-9.29173385,1.67462872,-87.90212399,11.9466936,-7.947443662
c1cc2c(s1)-c1cc3c(cc1C2)-c1sc2c(sc4cc5c(cc42)sc2c4sccc4sc52)c1C3,-8.36128785,1.90614559,-87.88692956,11.17583137,-7.277432871
c1cc2c(s1)-c1[nH]c3ccc4sc5c6sccc6sc5c4c3c1C2,-8.04072621,2.09387071,-63.01913636,11.47169357,-6.58645624
c1ccc2c(c1)OCc1c-2sc2[nH]c3c(sc4c5[se]ccc5[se]c34)c12,-7.72701666,2.39647333,-67.0176383,11.26995832,-6.544380612
C1=Cc2[nH]c3c4c([se]c3c2OC1)-c1c(ccc2nsnc12)CO4,-8.76848267,1.28936837,-64.67862598,11.6684086,-7.016358808
c1ccc2c(c1)oc1c3c(sc12)-c1sc2[nH]c4c([nH]c5ccsc54)c2c1C3,-7.92148146,2.10883687,-71.96936897,11.24071069,-6.609201432
c1cc2[nH]c3c(c2[nH]1)-c1sc2c(sc4c5sccc5sc24)c1OC3,-7.80029274,1.97425987,-66.13680226,11.17080951,-6.240127772
c1cc2c([nH]1)sc1c2[nH]c2sc3c(c21)Cc1c-3[nH]c2c1sc1ccsc12,-7.46941407,2.16686149,-69.39230067,10.89770528,-6.116776591
c1cc2c([nH]1)-c1sc3cc4cc[se]c4cc3c1C2,-7.78703112,2.26455409,-46.79977883,11.66578351,-6.026591753
C1=Cc2c(sc3c2sc2c3sc3c4sc5ccsc5c4sc23)OC1,-8.0701953,2.02692136,-66.0540042,11.43621426,-6.711225407
c1ccc2c(c1)[nH]c1sc3c(c12)Cc1c-3sc2c1sc1ccsc12,-7.96431363,2.02120832,-63.01258268,11.4181614,-6.543002627
c1cc2sc3cc4cc5c(cc4cc3c2s1)[se]c1ccsc15,-8.29673525,1.97454742,-56.81880727,11.65846147,-6.742039324
C1=CC2=C(C1)C1=C(C2)c2sc3c(sc4c5c(sc43)-c3sc4ccccc4c3C5)c2C1,-8.5177046,1.3681875,-77.29017125,11.18979109,-7.189775699
c1ccc2c(c1)c1ccccc1c1nc3c(nc21)c1[nH]c2sc4c5sccc5sc4c2c1c1c2[nH]ccc2sc31,-8.57415049,1.8988265,-102.8213891,11.17737888,-7.450946091
c1cc2sc3c(sc4c5nsnc5c5sc6c(sc7sc8ccsc8c76)c5c43)c2s1,-8.70659115,1.9615922,-80.40254613,11.62128226,-7.353353221
c1cc2c([nH]1)[nH]c1c2sc2c1sc1c3sc4c5sccc5sc4c3c3nsnc3c21,-8.50825889,1.61188295,-80.47718974,11.27272926,-7.001357979
c1cc2c3c(c4nsnc4c2[nH]1)OCc1cc2c(cc1-3)sc1c2sc2c1sc1c3sc4ccsc4c3sc12,-8.61177957,1.71543897,-102.1184558,11.19910963,-7.572554654
C1=Cc2cc3c(cc2C1)-c1sc2c([nH]c4sc5c(c42)CC=C5)c1C3,-7.85493068,2.25860521,-61.98132171,11.41096807,-6.580763343
c1cc2c(s1)-c1[nH]c3cc4sc5c([nH]c6ccsc65)c4cc3c1C2,-7.80237036,2.24928414,-63.05088225,11.27548958,-6.449398948
C1=Cc2[nH]c3c4c(sc3c2C1)-c1cc2[nH]c3ccc5nsnc5c3c2cc1C4,-8.52343817,1.68873721,-73.14446076,11.44135041,-7.161729998
c1ccc2c(c1)c1ncccc1c1nc3ccc4[nH]c5c([nH]c6sc7c8sc9ccsc9c8sc7c65)c4c3nc21,-8.63118038,1.80824747,-103.3399215,11.12815264,-7.567223124
C1=CC2=C(C1)c1[se]c3c(sc4c5[nH]c6cc7c(cc6c5sc43)c3nsnc3c3cc[nH]c73)c1C2,-8.39290629,1.6687078,-88.65507805,11.09841793,-7.314642283
C1=Cc2sc3c4nsnc4c4c5nc6c7cccnc7c7ccccc7c6nc5c5ccsc5c4c3c2C1,-9.12572817,1.67699294,-97.47764639,11.63738352,-7.884902069
c1cc2c([nH]1)-c1sc3c(c1C2)-c1c(c2nsnc2c2sc4ccsc4c12)CC3,-8.58682926,1.74611193,-74.68691993,11.5735336,-7.0414118
c1cc2c3c(c4nsnc4c2[nH]1)Cc1c-3[nH]c2c1sc1c3sccc3sc21,-8.48936788,1.6721022,-72.04279332,11.47207644,-7.005480506
c1ccc2c(c1)Cc1[nH]c3c(sc4c5cc6sccc6cc5ccc34)c1-2,-8.03753208,2.2938449,-66.24466759,11.50766514,-6.764050897
c1cc2cc3[nH]c4c(sc5c6[nH]c7ccc8n[se]nc8c7c6sc45)c3cc2s1,-8.55464772,1.72595354,-73.81779473,11.40364984,-7.175286173
c1cc2c(s1)-c1sc3c(c1C2)Cc1c-3sc2c1[nH]c1ccsc12,-8.11533549,1.73046386,-60.87858206,11.35224179,-6.526729121
C1=Cc2cc3c(cc2C1)c1sc2c4sc5cc[se]c5c4sc2c1c1nsnc31,-8.66078977,1.83835746,-73.22306662,11.65718825,-7.302253477
C1=Cc2[nH]c3c(c2CO1)Cc1c-3sc2c3c([nH]c12)-c1sccc1C3,-7.79916393,1.75612367,-65.11025755,11.06716183,-6.321112164
c1cc2c([nH]1)-c1sc3c(c1C2)Cc1c-3sc2c1sc1ccsc12,-8.07388099,1.74579958,-60.88398208,11.33029362,-6.456355815
c1cc2sc3c4c(sc3c2[nH]1)-c1sc2c3c(sc2c1C4)-c1sccc1C3,-8.16949289,1.65480071,-68.81559788,11.18935761,-6.677398099
c1cc2sc3c(sc4c5nsnc5c5[nH]c6[nH]c7ccsc7c6c5c43)c2[nH]1,-8.29307266,1.93341231,-72.58793265,11.33824996,-6.681246335
c1cc2sc3cc4c(cc3c2s1)OCc1c-4sc2cc3cscc3cc12,-8.56378749,1.66329504,-69.29469958,11.51125106,-7.107649789
c1cc2c(s1)-c1cc3sc4c5[nH]c6cc[se]c6c5sc4c3cc1C2,-7.95246747,2.17015462,-62.66548226,11.35030161,-6.550264533
C1=Cc2c(c3nsnc3c3sc4c5sc6c(c5sc4c23)Cc2cc[nH]c2-6)C1,-8.59885091,1.71482339,-71.48453293,11.56574978,-7.150918637
C1=CC2=C(C1)c1sc3c(sc4c5[nH]c6c(c5[nH]c34)CC=C6)c1C2,-7.95566227,1.69358605,-60.38775223,11.14850432,-6.437373959
c1ccc2c(c1)c1ncccc1c1nc3c(ccc4[nH]c5c6[nH]c7c(sc8c9sccc9sc78)c6sc5c43)nc21,-8.6241324,1.71079828,-103.3401961,11.10549425,-7.558162544
c1cc2[nH]c3c([nH]c4c5sc6c7[se]ccc7[se]c6c5c5n[nH]nc5c34)c2s1,-7.93292221,1.95169975,-71.8844267,11.08407018,-6.568316032
C1=CC2=C(C1)c1ccc3c(ccc4c5sccc5sc34)c1C2,-8.17671401,2.23413909,-56.13985836,11.77855925,-6.765173096
C1=Cc2sc3ccsc3c2CO1,-7.84334258,2.43080292,-34.33466283,12.44111467,-5.585414957
C1=Cc2sc3c(c2CO1)Cc1c-3sc2c1ccc1n[se]nc12,-8.73052856,1.60777154,-59.93189088,11.85332638,-7.117626577
c1cc2sc3c(sc4c5nsnc5c5c(c43)-c3sc4ccsc4c3C5)c2o1,-8.82292005,1.79503828,-72.95780384,11.83462072,-7.280740416
C1=Cc2[nH]c3c([se]c4cc5c(cc43)sc3cc[se]c35)c2C1,-7.80078089,2.21045692,-54.37764604,11.38175772,-6.31581737
C1=Cc2[nH]c3c(c2C1)-c1[nH]c2c([nH]c4[se]c5c6[nH]ccc6sc5c42)c1C3,-6.92338179,2.531672,-68.55820271,10.65249492,-5.921976437
c1cc2sc3c(c2s1)Cc1[nH]c2c(c1-3)Cc1c-2sc2c1sc1ccsc12,-7.85858996,2.08059332,-68.80650049,11.18175475,-6.624564717
c1cnc2nc3c(nc2c1)c1[nH]c2c4sc5c([nH]c6cc[se]c65)c4[se]c2c1c1cc[nH]c13,-8.5793926,1.5530895,-83.60087118,11.05498636,-7.144500284
C1=Cc2[nH]c3c(sc4c5[nH]ccc5sc34)c2CO1,-7.4689827,2.28565263,-50.27698489,11.4496605,-5.696903328
c1cc2sc3c(c2s1)Cc1c-3sc2c1[se]c1[nH]c3ccsc3c12,-7.83209428,2.01443277,-61.04019533,11.24576304,-6.361158909
c1ccc2c3c([nH]c2c1)Cc1c-3[se]c2c1sc1c2sc2c3sc4c(sc5c4[se]c4ccc6nc7cc8nsnc8cc7nc6c45)c3c3n[nH]nc3c12,-9.23237509,0.99191593,-135.4279553,10.93890933,-8.055943133
C1=Cc2cc3[nH]c4[nH]c5c6c(sc5c4c3cc2C1)-c1[nH]ccc1C6,-7.33380411,2.34363881,-62.57427534,11.08866863,-6.129659012
c1cnc2c(n1)c1c3sc4ccsc4c3sc1c1sc3c4n[se]nc4c4occc4c3c21,-8.91113452,1.816625,-85.34634331,11.6792771,-7.640613903
c1cc2c3c(c4n[nH]nc4c2s1)Cc1cc2c(cc1-3)c1c(oc3ccsc31)c1nsnc21,-8.73553411,2.15837866,-85.20963438,11.81334604,-7.553183674
c1cc2c(s1)-c1sc3cc4c(cc3c1C2)Cc1c-4sc2cc[se]c12,-8.17810734,1.97918333,-62.1149259,11.46466569,-6.750224513
C1=CC2=C(C1)c1cc3sc4c(c3cc1C2)CC1=C4Cc2cc[se]c21,-8.28351522,1.66892998,-61.07806559,11.38262386,-6.817995321
C1=Cc2sc3c(sc4c3sc3c5cc6c(cc5sc34)-c3[nH]ccc3OC6)c2C1,-8.19721886,1.8943991,-75.14507603,11.24891684,-6.856246386
C1=Cc2sc3cc4c5c(sc4cc3c2C1)-c1sc2c(sc3c2sc2c4ccccc4sc23)c1C5,-8.49066008,1.67717376,-87.87359744,11.17927388,-7.353532544
c1cc2sc3c4[nH]c5c(sc6c5sc5c7ccc8n[se]nc8c7sc56)c4sc3c2s1,-8.65566983,1.66914641,-80.08278948,11.38989447,-7.367301785
c1cc2c(s1)-c1[nH]c3c(c1C2)Cc1c-3sc2c1[nH]c1ccsc12,-7.81690392,1.85222331,-60.91378965,11.1899198,-6.30186418
c1cc2[se]c3c([nH]c4sc5c([nH]c6c7ccc8nsnc8c7sc65)c43)c2[se]1,-8.41094461,1.82909229,-71.83697376,11.33797159,-6.983957377
c1ccc2c3c([nH]c2c1)-c1sc2c(sc4c5c(sc42)-c2[nH]c4ccsc4c2C5)c1C3,-8.15966012,1.67344429,-78.4007244,11.03193939,-6.839335861
C1=Cc2sc3c4c([se]c3c2C1)-c1cc2[se]c3ccsc3c2cc1C4,-8.11973621,1.9383563,-61.76472956,11.3568065,-6.692289538
c1cc2c(s1)C1=C(C2)c2[nH]c3ccc4[nH]c5sccc5c4c3c2C1,-7.93638129,1.8764671,-62.53970253,11.24704551,-6.369995267
c1cc2c(s1)-c1sc3c(ccc4c5c(sc43)-c3c(ccc4sccc34)C5)c1C2,-8.2762138,1.9935813,-72.01976717,11.45089781,-7.019287027
c1cc2[nH]c3sc4c5sc6c(sc7ccc8nc9c(ccc%10nsnc%109)nc8c76)c5sc4c3c2[nH]1,-8.78087942,1.65714292,-92.69000687,11.31421631,-7.552604072
c1cnc2c(n1)c1c(c3cc[se]c32)-c2sc3c(c2C1)Cc1ccsc1-3,-8.5097875,1.79296981,-64.78890129,11.59392174,-7.083663212
c1nnc2c(n1)c1ccsc1c1sc3c4ccsc4sc3c21,-8.80421156,1.80051026,-58.74108693,11.99842328,-7.051806826
C1=Cc2sc3c([se]c4c5[nH]c6c7ccsc7[nH]c6c5sc34)c2C1,-7.73794638,2.01456584,-61.06811432,11.13124359,-6.245322972
C1=Cc2sc3c(sc4c3sc3c4[se]c4ccc5nc6cc7nsnc7cc6nc5c43)c2C1,-9.46744445,1.05285351,-83.81382662,11.61573413,-7.879152845
c1cnc2c(ccc3c2[se]c2c4sc5c6[nH]c7[nH]ccc7c6sc5c4[se]c32)n1,-8.19926096,1.89338124,-73.46521883,11.11316216,-6.852929316
c1cc2sc3c(c2s1)Cc1c-3sc2c1sc1c3n[se]nc3c3sccc3c21,-8.7065563,1.66693857,-71.60950644,11.62145097,-7.28498866
c1cc2c([nH]1)[nH]c1c3[nH]c4c5nsnc5c5sc6ccsc6c5c4c3sc21,-8.29217868,1.88129775,-72.58392312,11.33688286,-6.704434258
C1=Cc2sc3c4c(sc3c2C1)-c1[se]c2c(sc3c2[nH]c2[nH]c5c6sccc6sc5c23)c1C4,-7.99886181,1.66509917,-84.35082725,10.76436398,-6.818236958
C1=Cc2sc3sc4c5nc6c7cccnc7c7ccccc7c6nc5c5[se]c6c7sc8ccccc8c7sc6c5c4c3c2C1,-8.81661604,1.80638587,-111.9449429,11.23926876,-7.785631889
c1ccc2c(c1)ccc1nc3c(nc12)c1[nH]c2c4sccc4sc2c1c1c3sc2[nH]c3ccsc3c21,-8.56458958,1.86212785,-93.2674439,11.19038756,-7.301445026
c1cc2c([nH]1)[se]c1c3nsnc3c3sc4c(sc5c6[nH]ccc6[se]c54)c3c21,-8.32521128,1.86381924,-71.85504443,11.29935806,-6.750517852
c1cc2sc3c(sc4c3sc3c5sc6c7cc[se]c7[nH]c6c5[se]c43)c2[nH]1,-7.71653743,2.03203586,-69.1724903,10.93370977,-6.331110176
c1cc2sc3c([nH]c4c3sc3c4sc4c5nsnc5c5[nH]c6sccc6c5c43)c2[nH]1,-8.34131815,1.81258464,-80.51863581,11.22481896,-6.88022099
c1cc2c([nH]1)Cc1c-2sc2c1sc1c3c(sc12)-c1cc2sc4c5sccc5sc4c2cc1C3,-8.12954458,1.81496673,-86.3016942,10.96998529,-6.958549549
C1=Cc2[se]c3c(sc4c3sc3c5c(c6nsnc6c34)-c3cc4sccc4cc3CO5)c2C1,-8.77115734,1.53646113,-85.35265233,11.4316169,-7.412740197
c1cc2c([nH]1)-c1sc3c(c1C2)COc1c-3c2n[nH]nc2c2c1sc1ccsc12,-8.28562612,1.60155807,-76.23393743,11.27431487,-6.784799862
C1=Cc2sc3c4c(sc3c2C1)-c1[nH]c2c(sc3c5cc6sccc6cc5[nH]c23)c1C4,-8.11349744,1.72640408,-78.39763239,11.00156875,-6.877411685
C1=CC2=C(OC1)C1=C(C2)c2c(ccc3sc4c(c23)Cc2ccccc2-4)CO1,-8.50688427,1.6399986,-72.45821818,11.55661382,-7.049678079
c1ccc2c(c1)c1ncccc1c1nc3c(nc21)c1sc2ccsc2c1c1c2c(sc31)-c1[nH]c3cc[se]c3c1C2,-8.6409411,1.69010365,-102.4443135,11.15045211,-7.556430266
c1ccc2c(c1)c1ncccc1c1nc3ccc4sc5c(c4c3nc21)Cc1c-5sc2c1sc1cc3cc[nH]c3cc12,-8.79780511,1.59602125,-104.4209054,11.19625135,-7.697234295
c1cc2[nH]c3c(sc4c3sc3c4sc4c5sccc5c5nsnc5c43)c2[nH]1,-8.50243027,1.68492735,-72.54832363,11.43848968,-6.944468466
c1ccc2c(c1)sc1cc3c(cc12)sc1cc[nH]c13,-7.84131697,2.6541448,-49.28825243,11.9184751,-6.209829511
C1=Cc2sc3c(sc4c3sc3c5[nH]c6cc[nH]c6c5sc34)c2C1,-7.89211013,1.94552608,-61.42519863,11.22270246,-6.313936518
c1cc2[nH]c3c(sc4c5nsnc5c5[nH]c6sc7cc[se]c7c6c5c34)c2[se]1,-8.40926328,1.90788538,-71.84699333,11.43790464,-6.899108695
C1=CC2=C(C1)c1sc3c4c(sc3c1CO2)-c1c2c(c3nsnc3c1C4)CC=C2,-8.77945036,1.41262331,-75.12678514,11.58725522,-7.408265282
c1cc2[nH]c3cc4c(cc3c2s1)[se]c1c4sc2c3ccc4nsnc4c3sc21,-8.63623655,1.83998545,-73.7793413,11.54622723,-7.298635449
C1=Cc2sc3cc4c(cc3c2C1)[se]c1c2c(sc14)-c1sccc1C2,-8.2049492,1.91783074,-62.10966133,11.44156892,-6.784648839
C1=Cc2sc3c(c2C1)Cc1c-3sc2cc3c(cc12)sc1c3[nH]c2ccsc21,-8.21365436,1.80264563,-70.42828665,11.242794,-6.842919059
C1=Cc2sc3cc4c(cc3c2C1)COC1=C4c2ccc3ccsc3c2CO1,-7.98802287,2.23595833,-72.97921467,11.51429084,-6.848847062
c1ccc2c(c1)sc1c2sc2[nH]c3cc4c(ccc5ccsc54)cc3c21,-7.97584944,2.37703035,-66.7604581,11.52559092,-6.801402626
c1cc2sc3c(sc4c5sc6c7sc8ccc9nsnc9c8c7[se]c6c5c5nsnc5c34)c2c2nsnc12,-9.31941298,1.46466445,-101.253902,11.75695993,-8.26709108
c1cc2[nH]c3cc4c(cc3c2s1)[nH]c1c4[nH]c2ccsc21,-7.58447678,2.27922071,-55.67081857,11.27657804,-6.031331434
c1cc2cc3sc4c5cc6c(cc5sc4c3cc2s1)c1nsnc1c1sccc61,-8.67023534,2.02350899,-75.70718138,11.74900441,-7.466925985
c1cc2c([nH]1)[nH]c1c2sc2c1sc1c3sc4c(c3sc12)CC1=C4Cc2ccsc21,-8.08533046,1.58154081,-76.77376424,10.90785922,-6.649629409
c1cc2cc3sc4c5ccsc5[nH]c4c3cc2s1,-7.70798975,2.5951227,-47.65954729,11.83156815,-6.063558712
c1cc2[se]c3c4c(sc3c2s1)-c1ccc2nsnc2c1C4,-8.8116982,1.72729632,-55.74193631,12.03116431,-7.100967214
c1cc2sc3c4c(sc3c2s1)-c1sc2c(c1C4)Cc1cscc1-2,-8.21434693,1.83041214,-60.84242243,11.51845745,-6.658313384
c1cc2sc3c(sc4c3sc3c4sc4c3sc3c5[se]ccc5[se]c43)c2s1,-8.17183656,1.88902108,-69.09984496,11.23921189,-6.802347405
c1cc2c(s1)C1=C(C2)c2c(c3sc4cc5ccsc5cc4c3c3nsnc23)CO1,-8.95763085,1.2945681,-77.77884772,11.64129189,-7.392691381
c1cc2sc3c4c(sc3c2s1)-c1[nH]c2c(c1C4)COc1c-2sc2c1[se]c1ccsc12,-8.14071469,1.56773718,-81.10729982,10.9790924,-6.865784798
c1ccc2c(c1)sc1c2[nH]c2[nH]c3c4sc5c6[nH]c7ccsc7c6sc5c4sc3c21,-7.71639644,2.16927492,-79.45172904,10.92700733,-6.613456479
c1cc2c(s1)-c1sc3c(c1C2)CC1=C3Cc2ccc3sccc3c21,-8.35849627,1.64929953,-61.95188096,11.53085279,-6.798556585
C1=Cc2sc3c(sc4c5ncnnc5c5sc6c7cc8[nH]c9c(c8cc7c7nc8ccc%10ccccc%10c8nc7c6c5c34)Cc3c-9[nH]c4ccsc34)c2C1,-8.70061887,1.64008723,-138.3083007,10.91991033,-7.901353265
c1cc2sc3c([nH]c4c5sc6c([nH]c7ccsc76)c5c5nc6c(ccc7nsnc76)nc5c43)c2s1,-8.75953403,1.64847943,-92.70404734,11.39234078,-7.557609064
C1=CC2=C(C1)C1=C(C2)C2=C(C1)c1sc3c4nsnc4c4sccc4c3c1C2,-8.78330336,1.30762489,-70.40855707,11.59314105,-7.362340602
c1cc2[nH]c3c4sc5c6[nH]c7c(ccc8nsnc87)c6sc5c4[se]c3c2s1,-8.42804145,1.81544107,-72.19550432,11.41620518,-7.070695348
C1=Cc2sc3c(sc4c5sc6c(c5sc34)Cc3cc4c(cc3-6)Cc3cc5c(cc3-4)Cc3c-5sc4ccsc34)c2C1,-8.38702256,1.73173973,-102.7250453,10.94519843,-7.461936231
C1=Cc2[se]c3c(sc4c5sccc5[se]c43)c2C1,-7.94554203,2.10741534,-44.79040356,11.71524567,-6.143104981
C1=CC2=C(C1)C1=C(C2)c2cc3c(cc2C1)-c1[se]c2cc4c(cc2c1C3)sc1c2sccc2[se]c41,-8.333328,1.63219158,-86.14968002,10.956197,-7.230979201
c1cc2c(s1)-c1sc3[nH]c4cc5cc6ccsc6cc5cc4c3c1C2,-8.12103789,1.90306142,-64.62269562,11.38427287,-6.776928965
c1cc2c(s1)-c1sc3c4c(sc3c1C2)-c1[nH]c2c(sc3cc5ccsc5cc32)c1C4,-8.22565126,1.69077517,-78.364005,11.11670454,-6.977978489
C1=Cc2sc3c(sc4c5c(sc43)-c3cc4[nH]ccc4cc3C5)c2C1,-8.08929925,1.95593073,-62.50858935,11.40070447,-6.612686941
c1cc2[nH]c3c([nH]c4c5[nH]c6sc7c(ccc8nsnc87)c6c5sc34)c2s1,-8.39065194,1.77845199,-72.56884274,11.34979058,-6.909218274
C1=Cc2cc3c(cc2C1)-c1sc2c(sc4c5sccc5[se]c24)c1C3,-8.16641385,2.00452441,-62.11720904,11.49623037,-6.736756775
c1ccc2cc3c(cc2c1)[nH]c1c3sc2c1sc1c3[se]ccc3c3nsnc3c21,-8.73959476,1.70023648,-75.38973366,11.57688414,-7.384841709
c1cc2c([nH]1)c1nsnc1c1sc3c4sc5c6nsnc6c6sccc6c5c4[se]c3c21,-8.86443552,1.8476023,-82.77274001,11.72959697,-7.642667275
c1cc2sc3c([nH]c4sc5ccc6[se]c7cc[se]c7c6c5c43)c2s1,-7.63009216,2.50041643,-62.82035413,11.31051093,-6.379496671
c1cc2c(s1)sc1c3c(sc12)-c1sc2c(sc4ccsc42)c1C3,-8.16814629,1.93716319,-61.35277711,11.52553514,-6.647058748
c1cc2[se]c3c(sc4c5nsnc5c5c(c43)-c3sc4c(sc6c4ccc4nsnc46)c3C5)c2s1,-9.04943256,1.70347357,-90.14182146,11.70569311,-7.906891057
c1cc2c(ccc3cc4sc5c6[nH]c7sccc7c6sc5c4cc32)s1,-8.11206454,2.17513693,-65.13546213,11.47307619,-6.700482618
C1=Cc2sc3c(sc4c5c(sc43)-c3[nH]c4ccsc4c3C5)c2C1,-8.07882236,1.8008746,-60.875305,11.3495484,-6.541044767
c1ccc2c(c1)sc1c2sc2[nH]c3c4sccc4c4n[se]nc4c3c21,-8.51928466,1.98607702,-65.84804534,11.69321369,-6.961188511
c1ccc2c(c1)Cc1c-2c2c3sc4c5cc6ccsc6cc5[nH]c4c3[se]c2c2ccccc12,-8.07901071,2.28431479,-83.38311438,11.27221714,-7.116811051
c1cc2[nH]c3c([se]c4c3[se]c3c5[nH]c6ccc7n[se]nc7c6c5[se]c34)c2[se]1,-8.26416155,1.61472736,-70.79782835,11.05198494,-6.859471209
C1=Cc2[nH]c3c([nH]c4sc5c6[nH]c7c(c6[nH]c5c43)OCc3cc[nH]c3-7)c2C1,-7.07482421,2.31750459,-73.65507317,10.60123327,-5.980404483
c1ccc2cc3c(cc2c1)sc1c3[nH]c2[nH]c3ccc4sc5c6sccc6sc5c4c3c21,-7.98203014,2.21553912,-82.65812113,11.14416737,-6.957346533
c1cc2sc3c4c(sc3c2s1)-c1sc2c([nH]c3cc[se]c32)c1C4,-8.03075285,1.83931767,-61.04098353,11.28316347,-6.481165809
