idx,smiles
61713,A-------)!CF$CF[8l&*)!CF@CF[8m@CF[8n!CF@CF[8m@CF%[8l8n!CF=============
61714,A-------)!CF$CF[8l&*)!CF@CF[8m@CF[8n!CF@CF[8m@CF%[8l8n!CH=============
61715,A-------)!CF$CF[8l&*)!CF@CF[8m@CF[8n!CF@CG[8m@CF%[8l8n!CF=============
61716,A-------)!CF$CF[8l&*)!CF@CF[8m@CF[8n!CH@CF[8m@CF%[8l8n!CF=============
61717,A-------)!CF$CF[8l&*)!CF@CF[8m@CF[8n!CH@CF[8m@CF%[8l8n!CH=============
61718,A-------)!CF$CF[8l&*)!CF@CG[8m@CF[8n!CF@CF[8m@CF%[8l8n!CF=============
61719,A-------)!CF$CF[8l&*)!CF@CG[8m@CF[8n!CF@CF[8m@CF%[8l8n!CH=============
61720,A-------)!CF$CF[8l&*)!CH@CF[8m@CF[8n!CF@CF[8m@CF%[8l8n!CF=============
61721,A-------)!CF$CF[8l&*)!CH@CF[8m@CF[8n!CF@CF[8m@CF%[8l8n!CH=============
61722,A-------)!CF$CF[8l&*)!CH@CF[8m@CF[8n!CF@CG[8m@CF%[8l8n!CF=============
61723,A-------)!CF$CF[8l&*)!CH@CF[8m@CF[8n!CG@CF[8m@CF%[8l8n!CH=============
61724,A-------)!CF$CF[8l&*)!CH@CF[8m@CF[8n!CH@CF[8m@CF%[8l8n!CF=============
61725,A-------)!CF$CF[8l&*)!CH@CF[8m@CF[8n!CH@CF[8m@CF%[8l8n!CH=============
61726,A------)!CF$CF[8l&*)!CF@CF[8m@CF[8l$CF[8l&*)!CF!CF@CG%[8m8l===========
61727,A------)!CF$CF[8l&*)!CF@CF[8m@CF[8n!CF$CF[8n&*)!CF@CF%[8l8m===========
61728,A------)!CF$CF[8l&*)!CF@CF[8m@CF[8n!CF$CF[8n&*)!CF@CG%[8l8m===========
61729,A------)!CF$CF[8l&*)!CF@CF[8m@CF[8n!CF$CF[8n&*)!CH@CF%[8l8m===========
61730,A------)!CF$CF[8l&*)!CF@CF[8m@CF[8n!CG$CF[8n&*)!CF@CF%[8l8m===========
61731,A------)!CF$CF[8l&*)!CF@CF[8m@CF[8n!CH$CF[8n&*)!CF@CF%[8l8m===========
61732,A-------)!CF$CF[8l&*)!CF@CF[8m@CG[8l@CF[8l!CF@CF%[8m8l!CH=============
61733,A------)!CF$CF[8l&*)!CH@CF[8m@CF[8l$CF[8l&*)!CF!CF@CG%[8m8l===========
61734,A------)!CF$CF[8l&*)!CH@CF[8m@CF[8n!CF$CF[8n&*)!CF@CF%[8l8m===========
61735,A------)!CF$CF[8l&*)!CH@CF[8m@CF[8n!CF$CF[8n&*)!CH@CF%[8l8m===========
61736,A------)!CF$CF[8l&*)!CH@CF[8m@CF[8n!CG$CF[8n&*)!CF@CF%[8l8m===========
61737,A------)!CF$CF[8l&*)!CH@CF[8m@CF[8n!CH$CF[8n&*)!CF@CF%[8l8m===========
61738,A-------)!CF@CF%[8l8m!CF@CF[8l@CG[8l@CF[8m$CF[8l&*)!CF!CF=============
61739,A-------)!CF$CF[8l&*)!CF@CF[8m@CF[8n!CF@CF[8n@CF%[8l8m!CF=============
61740,A-------)!CF$CF[8l&*)!CF@CF[8m@CF[8n!CF@CF[8n@CF%[8l8m!CH=============
61741,A-------)!CF$CF[8l&*)!CF@CF[8m@CF[8n!CF@CG[8n@CF%[8l8m!CF=============
61742,A-------)!CF$CF[8l&*)!CF@CF[8m@CF[8n!CG@CF[8n@CF%[8l8m!CF=============
61743,A-------)!CF$CF[8l&*)!CF@CF[8m@CF[8n!CG@CF[8n@CF%[8l8m!CH=============
61744,A-------)!CF$CF[8l&*)!CF@CF[8m@CF[8n!CH@CF[8n@CF%[8l8m!CF=============
61745,A-------)!CF$CF[8l&*)!CF@CF[8m@CF[8n!CH@CF[8n@CF%[8l8m!CH=============
61746,A-------)!CF$CF[8l&*)!CF@CF[8m@CG[8n!CF@CF[8n@CF%[8l8m!CF=============
61747,A-------)!CF$CF[8l&*)!CF@CF[8m@CG[8n!CF@CF[8n@CF%[8l8m!CH=============
61748,A-------)!CF$CF[8l&*)!CF@CG[8m@CF[8n!CF@CF[8n@CF%[8l8m!CF=============
61749,A-------)!CF$CF[8l&*)!CH@CF[8m@CF[8n!CF@CF[8n@CF%[8l8m!CF=============
61750,A-------)!CF$CF[8l&*)!CH@CF[8m@CF[8n!CF@CF[8n@CF%[8l8m!CH=============
61751,A-------)!CF$CF[8l&*)!CH@CF[8m@CF[8n!CF@CG[8n@CF%[8l8m!CF=============
61752,A-------)!CF$CF[8l&*)!CH@CF[8m@CF[8n!CG@CF[8n@CF%[8l8m!CF=============
61753,A-------)!CF$CF[8l&*)!CH@CF[8m@CF[8n!CG@CF[8n@CF%[8l8m!CH=============
61754,A-------)!CF$CF[8l&*)!CH@CF[8m@CF[8n!CH@CF[8n@CF%[8l8m!CF=============
61755,A-------)!CF$CF[8l&*)!CH@CF[8m@CF[8n!CH@CF[8n@CF%[8l8m!CH=============
61756,A-------)!CF$CF[8l&*)!CH@CF[8m@CG[8n!CF@CF[8n@CF%[8l8m!CF=============
61757,A-------)!CF$CF[8l&*)!CH@CF[8m@CG[8n!CF@CF[8n@CF%[8l8m!CH=============
61758,A-_-----)!CF$CF[8l&*)!CF@CF[8m@CF[8n!CF!CF4@CF[8l@CF%[8m8n============
61759,A_------)!CF$CF[8l&*)!CF@CF[8m@CF[8n@CG[8m!CF!CF4@CF%[8l8n============
61760,A-_-----)!CF$CF[8l&*)!CF@CG[8m@CF[8n!CF!CF4@CF[8l@CF%[8m8n============
61761,A-_-----)!CF$CF[8l&*)!CH@CF[8m@CF[8n!CF!CF4@CF[8l@CF%[8m8n============
61762,A-_-----)!CF$CF[8l&*)!CH@CF[8m@CF[8n!CF!CG4@CF[8l@CG%[8m8n============
61763,A_------)!CF$CF[8l&*)!CH@CF[8m@CF[8n@CG[8m!CF!CF4@CF%[8l8n============
61764,A-------)!CF$CF[8l&*)!CF@CF[8m@CF[8n@CF[8l!CF!CF@CG%[8m8n=============
61765,A-------)!CF$CF[8l&*)!CF@CF[8m@CF[8n!CF!CF@CF[8l@CF%[8m8n=============
61766,A-------)!CF$CF[8l&*)!CF@CF[8m@CF[8n!CF!CF@CF[8l@CG%[8m8n=============
61767,A-------)!CF$CF[8l&*)!CF@CF[8m@CF[8n!CF!CH@CF[8l@CF%[8m8n=============
61768,A-------)!CF$CF[8l&*)!CF@CF[8m@CF[8n!CH!CF@CF[8l@CF%[8m8n=============
61769,A-------)!CF$CF[8l&*)!CF@CF[8m!CH!CF@CF[8n@CF[8m@CG%[8l8n=============
61770,A-------)!CF$CF[8l&*)!CH@CF[8m@CF[8n@CF[8l!CF!CF@CG%[8m8n=============
61771,A-------)!CF$CF[8l&*)!CH@CF[8m@CF[8n!CF!CF@CF[8l@CF%[8m8n=============
61772,A-------)!CF$CF[8l&*)!CH@CF[8m@CF[8n!CF!CF@CF[8l@CG%[8m8n=============
61773,A-------)!CF$CF[8l&*)!CH@CF[8m@CF[8n!CF!CH@CF[8l@CF%[8m8n=============
61774,A-------)!CF$CF[8l&*)!CH@CF[8m@CF[8n!CH!CF@CF[8l@CF%[8m8n=============
61775,A-------)!CF$CF[8l&*)!CF@CF[8m@CF[8n!CF!CF@CF[8m@CF%[8l8n=============
61776,A-------)!CF$CF[8l&*)!CF@CF[8m@CF[8n!CF!CH@CF[8m@CF%[8l8n=============
61777,A-------)!CF$CF[8l&*)!CH@CF[8m@CF[8n!CF!CF@CF[8m@CF%[8l8n=============
61778,A-------)!CF$CF[8l&*)!CH@CF[8m@CF[8n!CF!CF@CG[8m@CF%[8l8n=============
61779,A-------)!CF$CF[8l&*)!CH@CF[8m@CF[8n!CF!CH@CF[8m@CF%[8l8n=============
61780,A--_---)!CF$CF[8l&*)!CF@CF[8m!CF4!CF#CF&(4)!CH@CF%[8l8m===============
61781,A--_---)!CF$CF[8l&*)!CF@CF[8m!CF4!CF#CF&(4)!CH@CG%[8l8m===============
61782,A--_---)!CF$CF[8l&*)!CH@CF[8m!CF4!CF#CF&(4)!CH@CF%[8l8m===============
61783,A_--_---)!CF$CF[8l&*)!CF@CF[8m!CF4!CF@CF[8l@CF[8m4!CH=================
61784,A_--_---)!CF$CF[8l&*)!CH@CF[8m!CF4!CF@CF[8l@CF[8m4!CH=================
61785,A_--_---)!CF$CF[8l&*)!CF@CF[8m!CF4!CF@CF[8l!CF4@CF[8m=================
61786,A_--_---)!CF$CF[8l&*)!CH@CF[8m!CF4!CF@CF[8l!CF4@CF[8m=================
61787,A---_---)!CF$CF[8l&*)!CF@CF[8m!CF4!CF!CF@CF%[8l8m!CF==================
61788,A---_---)!CF$CF[8l&*)!CF@CF[8m!CF4!CF!CF@CF%[8l8m!CH==================
61789,A---_---)!CF$CF[8l&*)!CF@CF[8m!CG4!CF!CH@CF%[8l8m!CF==================
61790,A---_---)!CF$CF[8l&*)!CH@CF[8m!CF4!CF!CF@CF%[8l8m!CF==================
61791,A---_---)!CF$CF[8l&*)!CH@CF[8m!CF4!CF!CF@CF%[8l8m!CH==================
61792,A---_---)!CF$CF[8l&*)!CH@CF[8m!CG4!CF!CH@CF%[8l8m!CF==================
61793,A------)!CF$CF[8l&*)!CF@CF[8m!CF#CF&(4)!CH@CF%[8l8m!CF================
61794,A------)!CF$CF[8l&*)!CF@CF[8m!CF#CF&(4)!CH@CF%[8l8m!CH================
61795,A------)!CF$CF[8l&*)!CF@CF[8m!CG#CF&(4)!CG@CF%[8l8m!CH================
61796,A------)!CF$CF[8l&*)!CF@CF[8m!CG#CF&(4)!CH@CF%[8l8m!CF================
61797,A------)!CF$CF[8l&*)!CF@CF[8m!CG#CF&(4)!CH@CF%[8l8m!CG================
61798,A------)!CF$CF[8l&*)!CF@CF[8m!CG#CF&(4)!CH@CF%[8l8m!CH================
61799,A------)!CF$CF[8l&*)!CF@CF[8m!CH#CF&(4)!CG@CF%[8l8m!CF================
61800,A------)!CF$CF[8l&*)!CF@CF[8m!CH#CF&(4)!CG@CF%[8l8m!CG================
61801,A------)!CF$CF[8l&*)!CF@CF[8m!CH#CF&(4)!CG@CF%[8l8m!CH================
61802,A------)!CF$CF[8l&*)!CF@CF[8m!CH#CF&(4)!CH@CF%[8l8m!CF================
61803,A------)!CF$CF[8l&*)!CF@CF[8m!CH#CF&(4)!CH@CF%[8l8m!CG================
61804,A------)!CF$CF[8l&*)!CF@CF[8m!CH#CF&(4)!CH@CF%[8l8m!CH================
61805,A------)!CF$CF[8l&*)!CF@CG[8m!CF#CF&(4)!CH@CF%[8l8m!CF================
61806,A------)!CF$CF[8l&*)!CG@CF[8m!CG#CF&(4)!CG@CF%[8l8m!CH================
61807,A------)!CF$CF[8l&*)!CH@CF[8m!CF#CF&(4)!CH@CF%[8l8m!CF================
61808,A------)!CF$CF[8l&*)!CH@CF[8m!CF#CF&(4)!CH@CF%[8l8m!CH================
61809,A------)!CF$CF[8l&*)!CH@CF[8m!CG#CF&(4)!CG@CF%[8l8m!CH================
61810,A------)!CF$CF[8l&*)!CH@CF[8m!CG#CF&(4)!CH@CF%[8l8m!CF================
61811,A------)!CF$CF[8l&*)!CH@CF[8m!CG#CF&(4)!CH@CF%[8l8m!CG================
61812,A------)!CF$CF[8l&*)!CH@CF[8m!CG#CF&(4)!CH@CF%[8l8m!CH================
61813,A------)!CF$CF[8l&*)!CH@CF[8m!CH#CF&(4)!CG@CF%[8l8m!CF================
61814,A------)!CF$CF[8l&*)!CH@CF[8m!CH#CF&(4)!CG@CF%[8l8m!CG================
61815,A------)!CF$CF[8l&*)!CH@CF[8m!CH#CF&(4)!CG@CF%[8l8m!CH================
61816,A------)!CF$CF[8l&*)!CH@CF[8m!CH#CF&(4)!CH@CF%[8l8m!CF================
61817,A------)!CF$CF[8l&*)!CH@CF[8m!CH#CF&(4)!CH@CF%[8l8m!CG================
61818,A------)!CF$CF[8l&*)!CH@CF[8m!CH#CF&(4)!CH@CF%[8l8m!CH================
61819,A------)!CF$CF[8l&*)!CF@CF[8m!CF#CF&(4)!CG!CH@CF%[8l8m================
61820,A------)!CF$CF[8l&*)!CF@CF[8m!CF#CF&(4)!CH!CF@CF%[8l8m================
61821,A------)!CF$CF[8l&*)!CF@CF[8m!CF#CF&(4)!CH!CF@CG%[8l8m================
61822,A------)!CF$CF[8l&*)!CF@CF[8m!CF#CF&(4)!CH!CG@CF%[8l8m================
61823,A------)!CF$CF[8l&*)!CF@CF[8m!CF#CF&(4)!CH!CH@CF%[8l8m================
61824,A------)!CF$CF[8l&*)!CF@CF[8m!CG#CF&(4)!CH!CG@CF%[8l8m================
61825,A------)!CF$CF[8l&*)!CF@CF[8m!CG#CF&(4)!CH!CH@CF%[8l8m================
61826,A------)!CF$CF[8l&*)!CF@CF[8m!CH#CF&(4)!CG!CH@CF%[8l8m================
61827,A------)!CF$CF[8l&*)!CF@CF[8m!CH#CF&(4)!CH!CH@CF%[8l8m================
61828,A------)!CF$CF[8l&*)!CH@CF[8m!CF#CF&(4)!CG!CH@CF%[8l8m================
61829,A------)!CF$CF[8l&*)!CH@CF[8m!CF#CF&(4)!CH!CF@CF%[8l8m================
61830,A------)!CF$CF[8l&*)!CH@CF[8m!CF#CF&(4)!CH!CG@CF%[8l8m================
61831,A------)!CF$CF[8l&*)!CH@CF[8m!CF#CF&(4)!CH!CH@CF%[8l8m================
61832,A------)!CF$CF[8l&*)!CH@CF[8m!CG#CF&(4)!CG!CH@CF%[8l8m================
61833,A------)!CF$CF[8l&*)!CH@CF[8m!CG#CF&(4)!CH!CG@CF%[8l8m================
61834,A------)!CF$CF[8l&*)!CH@CF[8m!CG#CF&(4)!CH!CH@CF%[8l8m================
61835,A------)!CF$CF[8l&*)!CH@CF[8m!CH#CF&(4)!CG!CH@CF%[8l8m================
61836,A------)!CF$CF[8l&*)!CH@CF[8m!CH#CF&(4)!CH!CH@CF%[8l8m================
61837,A_----)!CF$CF[8l&*)!CF@CF[8m#CF&*-)!CF@CG%[8l8m!CF5!CG================
61838,A-----)!CF$CF[8l&*)!CF@CF[8m!CF#CF&*_)!CF5!CF@CF%[8l8m================
61839,A-----)!CF$CF[8l&*)!CF@CF[8m!CF#CF&*_)!CF5!CF@CG%[8l8m================
61840,A-----)!CF$CF[8l&*)!CF@CF[8m!CF#CF&*_)!CF5!CG@CF%[8l8m================
61841,A-----)!CF$CF[8l&*)!CF@CF[8m!CF#CF&*_)!CF5!CG@CG%[8l8m================
61842,A-----)!CF$CF[8l&*)!CF@CF[8m!CG#CF&*_)!CF5!CG@CF%[8l8m================
61843,A-----)!CF$CF[8l&*)!CF@CF[8m!CH#CF&*_)!CF5!CF@CF%[8l8m================
61844,A-----)!CF$CF[8l&*)!CF@CF[8m!CH#CF&*_)!CF5!CG@CF%[8l8m================
61845,A-----)!CF$CF[8l&*)!CH@CF[8m!CF#CF&*_)!CF5!CF@CF%[8l8m================
61846,A-----)!CF$CF[8l&*)!CH@CF[8m!CF#CF&*_)!CF5!CG@CF%[8l8m================
61847,A-----)!CF$CF[8l&*)!CH@CF[8m!CG#CF&*_)!CF5!CG@CF%[8l8m================
61848,A-----)!CF$CF[8l&*)!CH@CF[8m!CH#CF&*_)!CF5!CF@CF%[8l8m================
61849,A-----)!CF$CF[8l&*)!CH@CF[8m!CH#CF&*_)!CF5!CG@CF%[8l8m================
61850,A-----)!CF$CF[8l&*)!CF@CF[8m!CF#CF]&*)!CF*)!CF@CF%[8l8m===============
61851,A-----)!CF$CF[8l&*)!CF@CF[8m!CF#CF]&*)!CF*)!CH@CF%[8l8m===============
61852,A------)!CF$CF[8l&*)!CF@CF[8m@CG[8l!CF$CF[8m&*)!CF!CF=================
61853,A------)!CF$CF[8l&*)!CF@CF[8m@CG[8l!CF$CF[8m&*)!CF!CH=================
61854,A-----)!CF$CF[8l&*)!CF@CF[8m!CH#CF]&*)!CF*)!CF@CF%[8l8m===============
61855,A-----)!CF$CF[8l&*)!CH@CF[8m!CF#CF]&*)!CF*)!CF@CF%[8l8m===============
61856,A-----)!CF$CF[8l&*)!CH@CF[8m!CF#CF]&*)!CF*)!CH@CF%[8l8m===============
61857,A-----)!CF$CF[8l&*)!CH@CF[8m!CH#CF]&*)!CF*)!CF@CF%[8l8m===============
61858,A_-----)!CF$CF[8l&*)!CF@CF[8m!CF#CF&*)@CF[8m@CF[8l4!CH================
61859,A_-----)!CF$CF[8l&*)!CF@CF[8m!CF#CF&*)@CH[8m@CF[8l4!CH================
61860,A_-----)!CF$CF[8l&*)!CF@CG[8m!CF#CF&*)@CF[8m@CF[8l4!CH================
61861,A_-----)!CF$CF[8l&*)!CH@CF[8m!CF#CF&*)@CF[8m@CF[8l4!CH================
61862,A_-----)!CF$CF[8l&*)!CH@CF[8m!CF#CF&*)@CH[8m@CF[8l4!CH================
61863,A_----)!CF$CF[8l&*)!CF@CF[8m#CF&*-)!CF@CG%[8l8m!CF4!CH================
61864,A-----)!CF$CF[8l&*)!CF@CF[8m!CF#CF&*_)!CF4!CH@CF%[8l8m================
61865,A-----)!CF$CF[8l&*)!CF@CF[8m!CF#CF&*_)!CF4!CH@CG%[8l8m================
61866,A-----)!CF$CF[8l&*)!CF@CF[8m!CF#CG&*_)!CF4!CH@CF%[8l8m================
61867,A-----)!CF$CF[8l&*)!CF@CF[8m!CH#CF&*_)!CF4!CH@CF%[8l8m================
61868,A-----)!CF$CF[8l&*)!CH@CF[8m!CF#CF&*_)!CF4!CH@CF%[8l8m================
61869,A-----)!CF$CF[8l&*)!CH@CF[8m!CF#CG&*_)!CF4!CH@CF%[8l8m================
61870,A-----)!CF$CF[8l&*)!CH@CF[8m!CH#CF&*_)!CF4!CH@CF%[8l8m================
61871,A_-----)!CF$CF[8l&*)!CF@CF[8m!CF$CF[8l&*)@CF[8m!CF5!CF================
61872,A_-----)!CF$CF[8l&*)!CF@CF[8m!CF$CF[8l&*)@CF[8m!CF5!CG================
61873,A_-----)!CF$CF[8l&*)!CF@CF[8m!CF$CF[8l&*)@CG[8m!CF5!CG================
61874,A_-----)!CF$CF[8l&*)!CF@CF[8m!CF$CF[8l&*)@CH[8m!CF5!CF================
61875,A_-----)!CF$CF[8l&*)!CF@CF[8m!CF$CF[8l&*)@CH[8m!CF5!CG================
61876,A_-----)!CF$CF[8l&*)!CF@CG[8m!CF$CF[8l&*)@CF[8m!CF5!CF================
61877,A_-----)!CF$CF[8l&*)!CF@CG[8m!CF$CF[8l&*)@CF[8m!CF5!CG================
61878,A_-----)!CF$CF[8l&*)!CG@CF[8m!CF$CF[8l&*)@CG[8m!CF5!CG================
61879,A_-----)!CF$CF[8l&*)!CG@CF[8m!CF$CF[8l&*)@CH[8m!CF5!CG================
61880,A_-----)!CF$CF[8l&*)!CH@CF[8m!CF$CF[8l&*)@CF[8m!CF5!CF================
61881,A_-----)!CF$CF[8l&*)!CH@CF[8m!CF$CF[8l&*)@CF[8m!CF5!CG================
61882,A_-----)!CF$CF[8l&*)!CH@CF[8m!CF$CF[8l&*)@CG[8m!CF5!CF================
61883,A_-----)!CF$CF[8l&*)!CH@CF[8m!CF$CF[8l&*)@CG[8m!CF5!CG================
61884,A_-----)!CF$CF[8l&*)!CH@CF[8m!CF$CF[8l&*)@CH[8m!CF5!CF================
61885,A_-----)!CF$CF[8l&*)!CH@CF[8m!CF$CF[8l&*)@CH[8m!CF5!CG================
61886,A_-----)!CF$CF[8l&*)!CF@CF[8m!CF$CF[8l&*)@CF[8m!CF4!CH================
61887,A_-----)!CF$CF[8l&*)!CF@CF[8m!CF$CF[8l&*)@CH[8m!CF4!CH================
61888,A_-----)!CF$CF[8l&*)!CF@CG[8m!CF$CF[8l&*)@CF[8m!CF4!CH================
61889,A_-----)!CF$CF[8l&*)!CH@CF[8m!CF$CF[8l&*)@CF[8m!CF4!CH================
61890,A_-----)!CF$CF[8l&*)!CH@CF[8m!CF$CF[8l&*)@CG[8m!CF4!CH================
61891,A_-----)!CF$CF[8l&*)!CH@CF[8m!CF$CF[8l&*)@CH[8m!CF4!CH================
61892,A-------)!CF$CF[8l&*)!CF@CF[8m!CF@CF%[8l8l!CF!CF@CF%[8m8l=============
61893,A-------)!CF$CF[8l&*)!CF@CF[8m!CF@CF%[8l8l!CF!CF@CG%[8m8l=============
61894,A-------)!CF$CF[8l&*)!CF@CF[8m!CF@CF%[8l8l!CF!CH@CF%[8m8l=============
61895,A-------)!CF$CF[8l&*)!CF@CF[8m!CF@CF%[8l8l!CH!CF@CF%[8m8l=============
61896,A-------)!CF$CF[8l&*)!CF@CF[8m!CG@CF%[8l8l!CF!CH@CF%[8m8l=============
61897,A-------)!CF$CF[8l&*)!CF@CF[8m!CH@CF%[8l8l!CF!CF@CF%[8m8l=============
61898,A-------)!CF$CF[8l&*)!CF@CF[8m!CH@CF%[8l8l!CF!CG@CF%[8m8l=============
61899,A-------)!CF$CF[8l&*)!CF@CF[8m!CH@CF%[8l8l!CF!CH@CF%[8m8l=============
61900,A-------)!CF$CF[8l&*)!CF@CG[8m!CF@CF%[8l8l!CF!CF@CF%[8m8l=============
61901,A-------)!CF$CF[8l&*)!CF@CG[8m!CF@CF%[8l8l!CH!CF@CF%[8m8l=============
61902,A-------)!CF$CF[8l&*)!CH@CF[8m!CF@CF%[8l8l!CF!CF@CF%[8m8l=============
61903,A-------)!CF$CF[8l&*)!CH@CF[8m!CF@CF%[8l8l!CF!CF@CG%[8m8l=============
61904,A-------)!CF$CF[8l&*)!CH@CF[8m!CF@CF%[8l8l!CF!CH@CF%[8m8l=============
61905,A-------)!CF$CF[8l&*)!CH@CF[8m!CF@CF%[8l8l!CH!CF@CF%[8m8l=============
61906,A-------)!CF$CF[8l&*)!CH@CF[8m!CG@CF%[8l8l!CF!CG@CF%[8m8l=============
61907,A-------)!CF$CF[8l&*)!CH@CF[8m!CG@CF%[8l8l!CF!CH@CF%[8m8l=============
61908,A-------)!CF$CF[8l&*)!CH@CF[8m!CH@CF%[8l8l!CF!CF@CF%[8m8l=============
61909,A-------)!CF$CF[8l&*)!CH@CF[8m!CH@CF%[8l8l!CF!CG@CF%[8m8l=============
61910,A-------)!CF$CF[8l&*)!CH@CF[8m!CH@CF%[8l8l!CF!CH@CF%[8m8l=============
61911,A------)!CF$CF[8l&*)!CF@CF[8m!CF#CF&(4)!CH@CF[8l@CH[8m================
61912,A------)!CF$CF[8l&*)!CF@CF[8m!CF@CF[8l#CF&(4)!CG@CH[8m================
61913,A------)!CF$CF[8l&*)!CF@CF[8m!CF@CF[8l#CF&(4)!CH@CF[8m================
61914,A------)!CF$CF[8l&*)!CF@CF[8m!CF@CF[8l#CF&(4)!CH@CG[8m================
61915,A------)!CF$CF[8l&*)!CF@CF[8m!CF@CF[8l#CF&(4)!CH@CH[8m================
61916,A_------)!CF$CF[8l&*)!CF@CF[8m!CF@CG[8l!CF@CF[8m4!CH==================
61917,A------)!CF$CF[8l&*)!CH@CF[8m!CF#CF&(4)!CH@CF[8l@CG[8m================
61918,A------)!CF$CF[8l&*)!CH@CF[8m!CF#CF&(4)!CH@CF[8l@CH[8m================
61919,A------)!CF$CF[8l&*)!CH@CF[8m!CF@CF[8l#CF&(4)!CG@CH[8m================
61920,A------)!CF$CF[8l&*)!CH@CF[8m!CF@CF[8l#CF&(4)!CH@CF[8m================
61921,A------)!CF$CF[8l&*)!CH@CF[8m!CF@CF[8l#CF&(4)!CH@CG[8m================
61922,A------)!CF$CF[8l&*)!CH@CF[8m!CF@CF[8l#CF&(4)!CH@CH[8m================
61923,A-------)!CF$CF[8l&*)!CF@CF[8m!CF@CF[8l@CF[8l!CF@CF%[8m8l=============
61924,A-------)!CF$CF[8l&*)!CF@CF[8m!CF@CF[8l@CF[8l!CH@CF%[8m8l=============
61925,A-------)!CF$CF[8l&*)!CF@CF[8m!CF@CF[8l@CG[8l!CF@CF%[8m8l=============
61926,A-------)!CF$CF[8l&*)!CF@CF[8m!CH@CF[8l@CF[8l!CF@CF%[8m8l=============
61927,A-------)!CF$CF[8l&*)!CF@CF[8m!CH@CF[8l@CF[8l!CG@CF%[8m8l=============
61928,A-------)!CF$CF[8l&*)!CF@CF[8m!CH@CF[8l@CF[8l!CH@CF%[8m8l=============
61929,A-------)!CF$CF[8l&*)!CH@CF[8m!CF@CF[8l@CF[8l!CF@CF%[8m8l=============
61930,A-------)!CF$CF[8l&*)!CH@CF[8m!CF@CF[8l@CF[8l!CG@CF%[8m8l=============
61931,A-------)!CF$CF[8l&*)!CH@CF[8m!CF@CF[8l@CF[8l!CH@CF%[8m8l=============
61932,A-------)!CF$CF[8l&*)!CH@CF[8m!CF@CF[8l@CG[8l!CF@CF%[8m8l=============
61933,A-------)!CF$CF[8l&*)!CH@CF[8m!CG@CF[8l@CF[8l!CG@CF%[8m8l=============
61934,A-------)!CF$CF[8l&*)!CH@CF[8m!CG@CF[8l@CF[8l!CH@CF%[8m8l=============
61935,A-------)!CF$CF[8l&*)!CH@CF[8m!CH@CF[8l@CF[8l!CF@CF%[8m8l=============
61936,A-------)!CF$CF[8l&*)!CH@CF[8m!CH@CF[8l@CF[8l!CG@CF%[8m8l=============
61937,A-------)!CF$CF[8l&*)!CH@CF[8m!CH@CF[8l@CF[8l!CH@CF%[8m8l=============
61938,A------)!CF$CF[8l&*)!CF@CF[8m!CF@CF[8l$CF[8m&*)!CF!CF=================
61939,A------)!CF$CF[8l&*)!CF@CF[8m!CF@CF[8l$CF[8m&*)!CF!CH=================
61940,A------)!CF$CF[8l&*)!CF@CF[8m!CH@CF[8l$CF[8m&*)!CF!CF=================
61941,A------)!CF$CF[8l&*)!CF@CF[8m!CH@CF[8l$CF[8m&*)!CF!CH=================
61942,A------)!CF$CF[8l&*)!CH@CF[8m!CF@CF[8l$CF[8m&*)!CF!CH=================
61943,A------)!CF$CF[8l&*)!CH@CF[8m!CG@CF[8l$CF[8m&*)!CF!CH=================
61944,A------)!CF$CF[8l&*)!CH@CF[8m!CH@CF[8l$CF[8m&*)!CF!CH=================
61945,A-------)!CF$CF[8l&*)!CF@CF[8m!CF@CF[8l@CF%[8m8l!CF@CF[8l=============
61946,A-------)!CF$CF[8l&*)!CF@CF[8m!CF@CF[8l@CF%[8m8l!CF@CH[8l=============
61947,A-------)!CF$CF[8l&*)!CF@CF[8m!CG@CF[8l@CF%[8m8l!CF@CH[8l=============
61948,A-------)!CF$CF[8l&*)!CF@CF[8m!CH@CF[8l@CF%[8m8l!CF@CF[8l=============
61949,A-------)!CF$CF[8l&*)!CF@CF[8m!CH@CF[8l@CF%[8m8l!CF@CG[8l=============
61950,A-------)!CF$CF[8l&*)!CF@CF[8m!CH@CF[8l@CF%[8m8l!CF@CH[8l=============
61951,A-------)!CF$CF[8l&*)!CH@CF[8m!CF@CF[8l@CF%[8m8l!CF@CF[8l=============
61952,A-------)!CF$CF[8l&*)!CH@CF[8m!CF@CF[8l@CF%[8m8l!CF@CG[8l=============
61953,A-------)!CF$CF[8l&*)!CH@CF[8m!CF@CF[8l@CF%[8m8l!CF@CH[8l=============
61954,A-------)!CF$CF[8l&*)!CH@CF[8m!CG@CF[8l@CF%[8m8l!CF@CG[8l=============
61955,A-------)!CF$CF[8l&*)!CH@CF[8m!CG@CF[8l@CF%[8m8l!CF@CH[8l=============
61956,A-------)!CF$CF[8l&*)!CH@CF[8m!CH@CF[8l@CF%[8m8l!CF@CF[8l=============
61957,A-------)!CF$CF[8l&*)!CH@CF[8m!CH@CF[8l@CF%[8m8l!CF@CG[8l=============
61958,A-------)!CF$CF[8l&*)!CH@CF[8m!CH@CF[8l@CF%[8m8l!CF@CH[8l=============
61959,A------_)!CF5!CF@CF[8l@CF[8m!CF@CF[8l$CF[8m&*)!CF!CF==================
